,room,game,condition,first_player,move,agreement
9,14,14,control,0,9,0.0
10,14,14,control,0,10,0.0
11,14,14,control,0,11,1.0
12,14,14,control,0,12,1.0
13,14,14,control,0,13,0.0
14,14,14,control,0,14,1.0
0,14,15,control,1,0,0.25
1,14,15,control,1,1,0.3333333333333333
2,14,15,control,1,2,0.5
3,14,15,control,1,3,1.0
4,14,15,control,1,4,0.0
5,14,15,control,1,5,0.0
6,14,15,control,1,6,0.0
7,14,15,control,1,7,0.0
8,14,15,control,1,8,0.0
9,14,15,control,1,9,0.0
10,14,15,control,1,10,1.0
11,14,15,control,1,11,0.0
12,14,15,control,1,12,0.0
13,14,15,control,1,13,0.0
14,14,15,control,1,14,0.0
0,14,16,control,0,0,0.25
1,14,16,control,0,1,0.0
2,14,16,control,0,2,1.0
3,14,16,control,0,3,0.5
4,14,16,control,0,4,0.0
5,14,16,control,0,5,0.0
6,14,16,control,0,6,0.0
7,14,16,control,0,7,1.0
8,14,16,control,0,8,0.0
9,14,16,control,0,9,1.0
10,14,16,control,0,10,0.0
11,14,16,control,0,11,1.0
12,14,16,control,0,12,1.0
13,14,16,control,0,13,0.0
14,14,16,control,0,14,1.0
0,14,17,control,1,0,0.25
1,14,17,control,1,1,0.0
2,14,17,control,1,2,0.3333333333333333
3,14,17,control,1,3,1.0
4,14,17,control,1,4,0.0
5,14,17,control,1,5,0.5
6,14,17,control,1,6,0.0
7,14,17,control,1,7,1.0
8,14,17,control,1,8,0.0
9,14,17,control,1,9,1.0
10,14,17,control,1,10,0.0
11,14,17,control,1,11,1.0
12,14,17,control,1,12,0.0
13,14,17,control,1,13,1.0
14,14,17,control,1,14,0.0
0,14,18,control,0,0,0.25
1,14,18,control,0,1,0.3333333333333333
2,14,18,control,0,2,1.0
3,14,18,control,0,3,0.0
4,14,18,control,0,4,0.5
5,14,18,control,0,5,0.0
6,14,18,control,0,6,1.0
7,14,18,control,0,7,0.5
8,14,18,control,0,8,0.0
9,14,18,control,0,9,0.5
10,14,18,control,0,10,0.0
11,14,18,control,0,11,0.0
12,14,18,control,0,12,1.0
13,14,18,control,0,13,0.0
14,14,18,control,0,14,1.0
0,14,19,control,1,0,0.25
1,14,19,control,1,1,0.3333333333333333
2,14,19,control,1,2,0.0
3,14,19,control,1,3,0.5
4,14,19,control,1,4,0.0
5,14,19,control,1,5,1.0
6,14,19,control,1,6,0.0
7,14,19,control,1,7,1.0
8,14,19,control,1,8,0.0
9,14,19,control,1,9,1.0
10,14,19,control,1,10,0.0
11,14,19,control,1,11,1.0
12,14,19,control,1,12,0.0
13,14,19,control,1,13,1.0
14,14,19,control,1,14,0.0
0,9,0,control,0,0,0.25
1,9,0,control,0,1,1.0
2,9,0,control,0,2,0.0
3,9,0,control,0,3,0.0
4,9,0,control,0,4,1.0
5,9,0,control,0,5,1.0
6,9,0,control,0,6,0.0
7,9,0,control,0,7,0.0
8,9,0,control,0,8,0.0
9,9,0,control,0,9,0.0
10,9,0,control,0,10,1.0
11,9,0,control,0,11,0.0
12,9,0,control,0,12,0.0
13,9,0,control,0,13,0.5
14,9,0,control,0,14,1.0
0,9,1,control,1,0,0.25
1,9,1,control,1,1,0.0
2,9,1,control,1,2,0.0
3,9,1,control,1,3,0.0
4,9,1,control,1,4,0.25
5,9,1,control,1,5,0.0
6,9,1,control,1,6,0.3333333333333333
7,9,1,control,1,7,0.5
8,9,1,control,1,8,0.0
9,9,1,control,1,9,0.5
10,9,1,control,1,10,1.0
11,9,1,control,1,11,0.0
12,9,1,control,1,12,0.0
13,9,1,control,1,13,0.0
14,9,1,control,1,14,1.0
0,9,2,control,0,0,0.25
1,9,2,control,0,1,0.3333333333333333
2,9,2,control,0,2,0.0
3,9,2,control,0,3,1.0
4,9,2,control,0,4,1.0
5,9,2,control,0,5,1.0
6,9,2,control,0,6,1.0
7,9,2,control,0,7,0.0
8,9,2,control,0,8,1.0
9,9,2,control,0,9,0.0
10,9,2,control,0,10,1.0
11,9,2,control,0,11,1.0
12,9,2,control,0,12,1.0
13,9,2,control,0,13,1.0
14,9,2,control,0,14,1.0
0,9,3,control,1,0,0.25
1,9,3,control,1,1,1.0
2,9,3,control,1,2,1.0
3,9,3,control,1,3,1.0
4,9,3,control,1,4,1.0
5,9,3,control,1,5,0.0
6,9,3,control,1,6,0.0
7,9,3,control,1,7,0.0
8,9,3,control,1,8,1.0
9,9,3,control,1,9,0.0
10,9,3,control,1,10,0.0
11,9,3,control,1,11,0.0
12,9,3,control,1,12,0.0
13,9,3,control,1,13,0.0
14,9,3,control,1,14,1.0
0,9,4,control,0,0,0.25
1,9,4,control,0,1,1.0
2,9,4,control,0,2,1.0
3,9,4,control,0,3,0.3333333333333333
4,9,4,control,0,4,0.0
5,9,4,control,0,5,0.5
6,9,4,control,0,6,1.0
7,9,4,control,0,7,1.0
8,9,4,control,0,8,1.0
9,9,4,control,0,9,1.0
10,9,4,control,0,10,1.0
11,9,4,control,0,11,1.0
12,9,4,control,0,12,1.0
13,9,4,control,0,13,1.0
14,9,4,control,0,14,1.0
0,9,5,control,1,0,0.25
1,9,5,control,1,1,1.0
2,9,5,control,1,2,0.0
3,9,5,control,1,3,0.0
4,9,5,control,1,4,0.5
5,9,5,control,1,5,1.0
6,9,5,control,1,6,1.0
7,9,5,control,1,7,1.0
8,9,5,control,1,8,1.0
9,9,5,control,1,9,1.0
10,9,5,control,1,10,1.0
11,9,5,control,1,11,0.0
12,9,5,control,1,12,0.0
13,9,5,control,1,13,1.0
14,9,5,control,1,14,0.0
0,9,6,control,0,0,0.25
1,9,6,control,0,1,1.0
2,9,6,control,0,2,1.0
3,9,6,control,0,3,1.0
4,9,6,control,0,4,1.0
5,9,6,control,0,5,1.0
6,9,6,control,0,6,1.0
7,9,6,control,0,7,1.0
8,9,6,control,0,8,0.0
9,9,6,control,0,9,1.0
10,9,6,control,0,10,1.0
11,9,6,control,0,11,0.0
12,9,6,control,0,12,0.0
13,9,6,control,0,13,1.0
14,9,6,control,0,14,1.0
0,9,7,control,1,0,0.25
1,9,7,control,1,1,1.0
2,9,7,control,1,2,0.3333333333333333
3,9,7,control,1,3,0.5
4,9,7,control,1,4,1.0
5,9,7,control,1,5,1.0
6,9,7,control,1,6,0.0
7,9,7,control,1,7,1.0
8,9,7,control,1,8,0.0
9,9,7,control,1,9,1.0
10,9,7,control,1,10,1.0
11,9,7,control,1,11,1.0
12,9,7,control,1,12,0.0
13,9,7,control,1,13,0.0
14,9,7,control,1,14,0.0
0,9,8,control,0,0,0.25
1,9,8,control,0,1,0.3333333333333333
2,9,8,control,0,2,0.5
3,9,8,control,0,3,0.0
4,9,8,control,0,4,0.5
5,9,8,control,0,5,0.0
6,9,8,control,0,6,0.0
7,9,8,control,0,7,1.0
8,9,8,control,0,8,0.25
9,9,8,control,0,9,1.0
10,9,8,control,0,10,0.3333333333333333
11,9,8,control,0,11,0.0
12,9,8,control,0,12,0.5
13,9,8,control,0,13,0.0
14,9,8,control,0,14,0.0
0,9,9,control,1,0,0.25
1,9,9,control,1,1,0.3333333333333333
2,9,9,control,1,2,0.5
3,9,9,control,1,3,0.0
4,9,9,control,1,4,1.0
5,9,9,control,1,5,1.0
6,9,9,control,1,6,0.0
7,9,9,control,1,7,1.0
8,9,9,control,1,8,0.0
9,9,9,control,1,9,1.0
10,9,9,control,1,10,0.0
11,9,9,control,1,11,0.0
12,9,9,control,1,12,1.0
13,9,9,control,1,13,1.0
14,9,9,control,1,14,1.0
0,9,10,control,0,0,0.25
1,9,10,control,0,1,1.0
2,9,10,control,0,2,1.0
3,9,10,control,0,3,0.0
4,9,10,control,0,4,1.0
5,9,10,control,0,5,0.0
6,9,10,control,0,6,1.0
7,9,10,control,0,7,1.0
8,9,10,control,0,8,1.0
9,9,10,control,0,9,1.0
10,9,10,control,0,10,1.0
11,9,10,control,0,11,1.0
12,9,10,control,0,12,1.0
13,9,10,control,0,13,1.0
14,9,10,control,0,14,1.0
0,9,11,control,1,0,0.25
1,9,11,control,1,1,1.0
2,9,11,control,1,2,0.3333333333333333
3,9,11,control,1,3,1.0
4,9,11,control,1,4,1.0
5,9,11,control,1,5,1.0
6,9,11,control,1,6,0.0
7,9,11,control,1,7,0.0
8,9,11,control,1,8,0.0
9,9,11,control,1,9,1.0
10,9,11,control,1,10,0.0
11,9,11,control,1,11,0.0
12,9,11,control,1,12,0.0
13,9,11,control,1,13,1.0
14,9,11,control,1,14,1.0
0,9,12,control,0,0,0.25
1,9,12,control,0,1,0.3333333333333333
2,9,12,control,0,2,1.0
3,9,12,control,0,3,1.0
4,9,12,control,0,4,1.0
5,9,12,control,0,5,1.0
6,9,12,control,0,6,1.0
7,9,12,control,0,7,1.0
8,9,12,control,0,8,0.5
9,9,12,control,0,9,0.0
10,9,12,control,0,10,1.0
11,9,12,control,0,11,0.0
12,9,12,control,0,12,1.0
13,9,12,control,0,13,0.0
14,9,12,control,0,14,0.0
0,9,13,control,1,0,0.25
1,9,13,control,1,1,1.0
2,9,13,control,1,2,0.0
3,9,13,control,1,3,0.3333333333333333
4,9,13,control,1,4,1.0
5,9,13,control,1,5,0.5
6,9,13,control,1,6,1.0
7,9,13,control,1,7,1.0
8,9,13,control,1,8,0.5
9,9,13,control,1,9,1.0
10,9,13,control,1,10,0.3333333333333333
11,9,13,control,1,11,1.0
12,9,13,control,1,12,0.0
13,9,13,control,1,13,0.0
14,9,13,control,1,14,1.0
0,9,14,control,0,0,0.25
1,9,14,control,0,1,1.0
2,9,14,control,0,2,0.3333333333333333
3,9,14,control,0,3,1.0
4,9,14,control,0,4,1.0
5,9,14,control,0,5,1.0
6,9,14,control,0,6,1.0
7,9,14,control,0,7,1.0
8,9,14,control,0,8,1.0
9,9,14,control,0,9,0.0
10,9,14,control,0,10,1.0
11,9,14,control,0,11,1.0
12,9,14,control,0,12,1.0
13,9,14,control,0,13,0.0
14,9,14,control,0,14,1.0
0,9,15,control,1,0,0.25
1,9,15,control,1,1,1.0
2,9,15,control,1,2,0.0
3,9,15,control,1,3,0.0
4,9,15,control,1,4,0.0
5,9,15,control,1,5,1.0
6,9,15,control,1,6,0.0
7,9,15,control,1,7,1.0
8,9,15,control,1,8,0.0
9,9,15,control,1,9,1.0
10,9,15,control,1,10,1.0
11,9,15,control,1,11,1.0
12,9,15,control,1,12,0.0
13,9,15,control,1,13,0.0
14,9,15,control,1,14,0.0
0,9,16,control,0,0,0.25
1,9,16,control,0,1,1.0
2,9,16,control,0,2,1.0
3,9,16,control,0,3,0.0
4,9,16,control,0,4,1.0
5,9,16,control,0,5,0.0
6,9,16,control,0,6,1.0
7,9,16,control,0,7,0.0
8,9,16,control,0,8,1.0
9,9,16,control,0,9,0.0
10,9,16,control,0,10,1.0
11,9,16,control,0,11,0.0
12,9,16,control,0,12,1.0
13,9,16,control,0,13,1.0
14,9,16,control,0,14,1.0
0,9,17,control,1,0,0.25
1,9,17,control,1,1,1.0
2,9,17,control,1,2,1.0
3,9,17,control,1,3,1.0
4,9,17,control,1,4,1.0
5,9,17,control,1,5,1.0
6,9,17,control,1,6,1.0
7,9,17,control,1,7,1.0
8,9,17,control,1,8,0.0
9,9,17,control,1,9,1.0
10,9,17,control,1,10,0.0
11,9,17,control,1,11,1.0
12,9,17,control,1,12,1.0
13,9,17,control,1,13,1.0
14,9,17,control,1,14,1.0
0,9,18,control,0,0,0.25
1,9,18,control,0,1,0.3333333333333333
2,9,18,control,0,2,0.5
3,9,18,control,0,3,1.0
4,9,18,control,0,4,1.0
5,9,18,control,0,5,1.0
6,9,18,control,0,6,1.0
7,9,18,control,0,7,1.0
8,9,18,control,0,8,1.0
9,9,18,control,0,9,1.0
10,9,18,control,0,10,1.0
11,9,18,control,0,11,1.0
12,9,18,control,0,12,1.0
13,9,18,control,0,13,1.0
14,9,18,control,0,14,1.0
0,9,19,control,1,0,0.25
1,9,19,control,1,1,1.0
2,9,19,control,1,2,1.0
3,9,19,control,1,3,1.0
4,9,19,control,1,4,1.0
5,9,19,control,1,5,1.0
6,9,19,control,1,6,1.0
7,9,19,control,1,7,1.0
8,9,19,control,1,8,0.0
9,9,19,control,1,9,1.0
10,9,19,control,1,10,0.0
11,9,19,control,1,11,1.0
12,9,19,control,1,12,0.0
13,9,19,control,1,13,1.0
14,9,19,control,1,14,0.0
